name,course,year,season,average_rating,num_reviews,average_gpa,num_students
Huy Nguyen,MATH410,2021,fall,,,2.613793103448276,29.0
Hyuk Oh,KNES385,2022,spring,,,3.07816091954023,87.0
Hyuk Oh,KNES474,2022,fall,,,3.7,10.0
Hyuk Oh,KNES689R,2020,fall,,,4.0,4.0
Hyuk Oh,KNES789R,2018,spring,,,3.7399999999999998,5.0
Hyunki Kim,GVPT409A,2022,fall,,,3.603703703703704,27.0
Hyunki Kim,GVPT708A,2022,fall,,,3.792,25.0
Hyunsun Park,BMGT364,2021,fall,,,3.8766666666666665,60.0
I Suadin,MUSC129G,2012,fall,,,3.9869565217391307,23.0
I Suadin,MUSC129G,2013,fall,,,4.0,24.0
I Suadin,MUSC129G,2013,spring,,,3.9499999999999997,24.0
I Suadin,MUSC129G,2014,fall,,,4.0,19.0
I Suadin,MUSC129G,2014,spring,,,4.0,16.0
I Suadin,MUSC129G,2015,fall,,,3.7777777777777777,18.0
I Suadin,MUSC129G,2015,spring,,,4.0,23.0
I Suadin,MUSC129G,2016,fall,,,4.0,16.0
I Suadin,MUSC129G,2016,spring,,,4.0,18.0
I Suadin,MUSC129G,2017,fall,,,3.9625,16.0
I Suadin,MUSC129G,2017,spring,,,4.0,21.0
I Suadin,MUSC129G,2018,fall,,,4.0,16.0
I Suadin,MUSC129G,2018,spring,,,4.0,19.0
I Suadin,MUSC129G,2019,fall,,,3.9549999999999996,20.0
I Suadin,MUSC129G,2019,spring,,,3.789473684210526,19.0
I Suadin,MUSC129G,2020,fall,,,4.0,11.0
I Suadin,MUSC129G,2020,spring,,,4.0,18.0
I Suadin,MUSC129G,2021,fall,,,3.923076923076923,13.0
I Suadin,MUSC129G,2021,spring,,,4.0,14.0
I Suadin,MUSC129G,2022,fall,,,3.75625,16.0
I Suadin,MUSC129G,2022,spring,,,3.6666666666666665,12.0
Ian Appelbaum,PHYS165,2014,fall,,,2.0,10.0
Ian Appelbaum,PHYS273,2018,fall,,,2.2547619047619047,42.0
Ian Appelbaum,PHYS401,2012,spring,,,2.652941176470588,17.0
Ian Appelbaum,PHYS402,2014,spring,,,2.3909090909090907,22.0
Ian Appelbaum,PHYS402,2015,spring,,,2.3451612903225807,31.0
Ian Appelbaum,PHYS402,2016,spring,,,2.689655172413793,29.0
Ian Appelbaum,PHYS404,2015,fall,,,2.8,30.0
Ian Appelbaum,PHYS404,2016,fall,,,3.25,24.0
Ian Appelbaum,PHYS404,2017,fall,,,3.0189189189189185,37.0
Ian Appelbaum,PHYS474,2017,spring,,,3.925,8.0
Ian Appelbaum,PHYS474,2018,spring,,,3.678260869565217,23.0
Ian Appelbaum,PHYS474,2019,spring,,,2.9166666666666665,24.0
Ian Appelbaum,PHYS474,2020,spring,,,3.5,10.0
Ian Appelbaum,PHYS731,2012,fall,,,3.9625,16.0
Ian Appelbaum,PHYS731,2013,fall,,,3.931578947368421,19.0
Ian Appelbaum,PHYS798G,2016,fall,,,3.914285714285714,7.0
Ian Miers,CMSC498I,2022,fall,,,2.7775000000000003,40.0
Ian Miers,CMSC818F,2020,fall,,,3.8526315789473684,19.0
Ian Miers,CMSC818F,2021,fall,,,3.692857142857143,14.0
Ian Teixeira,MATH113,2018,fall,,,2.037254901960784,51.0
Ian Ward,GVPT241,2012,fall,,,3.562264150943396,159.0
Ian Ward,GVPT241,2015,fall,,,3.4358974358974357,156.0
Ian Ward,GVPT289F,2013,fall,,,3.630357142857143,112.0
Ian Ward,GVPT289F,2016,spring,,,3.3991525423728817,118.0
Ian Ward,GVPT442,2014,fall,,,3.6482758620689655,29.0
Ian Ward,GVPT449C,2012,spring,,,3.4923076923076923,26.0
Ian Ward,GVPT449C,2013,fall,,,3.7653846153846158,26.0
Ian Ward,GVPT449C,2015,fall,,,3.4941176470588236,17.0
Ian Ward,GVPT449C,2015,spring,,,3.6481481481481484,27.0
Ian Ward,GVPT449D,2013,spring,,,3.6315789473684212,19.0
Ian Ward,GVPT449D,2015,spring,,,3.4695652173913047,23.0
Ian Ward,GVPT449G,2014,spring,,,3.3736842105263154,19.0
Ian Ward,GVPT449H,2013,spring,,,3.8285714285714287,7.0
Ian Ward,GVPT449J,2014,fall,,,4.0,9.0
Ian Ward,GVPT846,2012,spring,,,3.7750000000000004,8.0
Ian White,BIOE431,2013,spring,,,3.461904761904762,21.0
Ian White,BIOE431,2015,spring,,,3.4354166666666663,48.0
Ian White,BIOE431,2016,spring,,,3.3924999999999996,40.0
Ian White,BIOE431,2017,spring,,,3.4820512820512826,39.0
Ian White,BIOE431,2018,spring,,,3.502173913043478,46.0
Ian White,BIOE431,2019,fall,,,3.4709677419354836,31.0
Ian White,BIOE431,2019,spring,,,3.425,32.0
Ian White,BIOE455,2012,fall,,,3.227499999999999,80.0
Ian White,BIOE456,2013,fall,,,3.144736842105263,76.0
Ian White,BIOE457,2014,spring,,,3.316666666666667,12.0
Ian White,BIOE457,2015,spring,,,3.0642857142857145,28.0
Ian White,BIOE457,2016,spring,,,3.158,50.0
Ian White,BIOE457,2017,spring,,,3.0283333333333338,60.0
Ian White,BIOE457,2018,spring,,,3.1333333333333333,48.0
Ian White,BIOE457,2019,spring,,,3.0806451612903225,62.0
Ian White,BIOE457,2020,fall,,,3.1293103448275863,58.0
Ian White,BIOE457,2020,spring,,,3.657142857142857,49.0
Ian White,BIOE457,2021,fall,,,3.036363636363636,55.0
Ian White,BIOE457,2021,spring,,,3.5441176470588234,34.0
Ian White,BIOE457,2022,spring,,,3.165,60.0
Ian White,BIOE489H,2014,fall,,,4.0,7.0
Ian White,BIOE608,2014,spring,,,3.98,15.0
Ian White,BIOE631,2012,spring,,,3.657142857142857,35.0
Ian White,BIOE631,2013,spring,,,3.511764705882353,17.0
Ian White,BIOE631,2014,spring,,,3.4125,48.0
Ian White,BIOE631,2017,spring,,,3.4800000000000004,5.0
Ian White,BIOE658W,2019,spring,,,3.4846153846153842,13.0
Ibrahim Ades,BSCI330,2013,fall,,,2.837164750957854,261.0
Ibrahim Ades,BSCI330,2015,fall,,,2.940358744394619,223.0
Ibrahim Ades,BSCI330,2017,fall,,,2.606818181818182,220.0
Ibrahim Ades,BSCI330,2018,fall,,,2.8454545454545457,231.0
Ibrahim Ades,BSCI338G,2012,fall,,,3.4899999999999998,20.0
Ibrahim Ades,BSCI338G,2013,fall,,,3.1550000000000002,20.0
Ibrahim Ades,BSCI338G,2014,fall,,,3.933333333333333,18.0
Ibrahim Ades,BSCI338G,2015,fall,,,4.0,20.0
Ibrahim Ades,BSCI338G,2016,fall,,,3.75,20.0
Ibrahim Ades,BSCI338G,2017,fall,,,3.694736842105263,19.0
Ibrahim Ades,BSCI338G,2018,fall,,,3.9055555555555554,18.0
Ibrahim Ades,BSCI338G,2021,fall,,,3.931578947368421,19.0
Ibrahim Ades,BSCI338P,2012,spring,,,3.473684210526316,19.0
Ibrahim Ades,BSCI338P,2013,spring,,,3.4217391304347826,23.0
Ibrahim Ades,BSCI338P,2014,spring,,,3.6450000000000005,20.0
Ibrahim Ades,BSCI338P,2015,spring,,,3.84,20.0
Ibrahim Ades,BSCI338P,2016,spring,,,3.6368421052631574,19.0
Ibrahim Ades,BSCI339Q,2017,spring,,,3.9473684210526314,19.0
Ibrahim Ades,BSCI339Q,2018,spring,,,4.0,17.0
Ibrahim Ades,BSCI433,2012,spring,,,2.550413223140496,121.0
Ibrahim Ades,BSCI433,2013,spring,,,2.885321100917431,109.0
Ibrahim Ades,BSCI433,2015,spring,,,3.1838709677419352,93.0
Ibrahim Ades,BSCI433,2016,spring,,,3.2461538461538453,91.0
Ibrahim Ades,BSCI433,2017,spring,,,3.2913043478260873,92.0
Ibrahim Ades,BSCI433,2018,spring,,,3.0786516853932593,89.0
Ibrahim Kargbo,AASP200,2012,spring,,,3.402941176470588,34.0
Ibrahim Kargbo,AASP200,2013,fall,,,3.223255813953488,43.0
Ibrahim Kargbo,AASP200,2013,spring,,,3.1052631578947367,38.0
Ibrahim Kargbo,AASP200,2014,fall,,,3.3257142857142856,35.0
Ibrahim Kargbo,AASP200,2014,spring,,,3.169230769230769,39.0
Ibrahim Kargbo,AASP200,2015,fall,,,3.527027027027027,37.0
Ibrahim Kargbo,AASP200,2015,spring,,,3.5351351351351354,37.0
Ibrahim Kargbo,AASP310,2012,spring,,,3.6653846153846152,26.0
Ibrahim Kargbo,AASP310,2013,spring,,,3.3185185185185184,27.0
Ibrahim Kargbo,AASP310,2014,spring,,,3.0354838709677416,31.0
Ibrahim Kargbo,AASP310,2015,spring,,,3.2439999999999998,25.0
Ibrahim Kargbo,AASP310,2016,spring,,,3.6238095238095234,21.0
Iceney Williams,UNIV100,2012,fall,,,3.9302325581395348,43.0
Iceney Williams,UNIV100,2013,spring,,,3.3937500000000003,16.0
Iceney Williams,UNIV100,2014,fall,,,3.9473684210526314,19.0
Iceney Williams,UNIV100,2014,spring,,,3.9647058823529413,17.0
Iceney Williams,UNIV100,2017,fall,,,2.888888888888889,9.0
Iceney Williams,UNIV100,2018,fall,,,3.9130434782608696,23.0
Iceney Williams,UNIV100,2019,fall,,,3.990322580645161,31.0
Iceney Williams,UNIV100,2020,fall,,,3.884210526315789,38.0
Iceney Williams,UNIV108,2018,fall,,,3.8470588235294114,17.0
Iceney Williams,UNIV108,2019,fall,,,3.44375,16.0
Ichiro Takeuchi,ENES603,2014,spring,,,4.0,20.0
Ichiro Takeuchi,ENES603,2015,spring,,,4.0,25.0
Ichiro Takeuchi,ENES603,2016,spring,,,4.0,18.0
Ichiro Takeuchi,ENES603,2018,spring,,,3.9047619047619047,21.0
Ichiro Takeuchi,ENMA437,2022,fall,,,3.7777777777777777,9.0
Ichiro Takeuchi,ENMA460,2012,fall,,,2.9297297297297296,37.0
Ichiro Takeuchi,ENMA460,2014,fall,,,2.870212765957447,47.0
Ichiro Takeuchi,ENMA460,2014,spring,,,2.48,15.0
Ichiro Takeuchi,ENMA460,2016,spring,,,2.8210526315789473,19.0
Ichiro Takeuchi,ENMA460,2017,fall,,,2.919354838709678,31.0
Ichiro Takeuchi,ENMA460,2018,fall,,,3.0462962962962963,54.0
Ichiro Takeuchi,ENMA460,2018,spring,,,3.3260869565217392,23.0
Ichiro Takeuchi,ENMA460,2020,fall,,,3.4166666666666665,30.0
Ichiro Takeuchi,ENMA460,2022,spring,,,2.7705882352941176,17.0
Ichiro Takeuchi,ENMA465,2013,spring,,,3.2857142857142856,21.0
Ichiro Takeuchi,ENMA481,2012,spring,,,3.2190476190476187,21.0
Ichiro Takeuchi,ENMA481,2019,spring,,,3.057142857142857,7.0
Ichiro Takeuchi,ENMA481,2020,spring,,,3.8,8.0
Ichiro Takeuchi,ENMA489L,2020,fall,,,3.94,10.0
Ichiro Takeuchi,ENMA685,2012,spring,,,3.94,5.0
Ichiro Takeuchi,ENMA797,2017,spring,,,4.0,12.0
Ichiro Takeuchi,ENMA797,2018,spring,,,4.0,5.0
Ichiro Takeuchi,PHYS431,2015,fall,,,2.3,9.0
Ichiro Takeuchi,PHYS431,2017,spring,,,2.8375,16.0
Ida Meftahi,PERS251,2015,fall,,,3.55,18.0
Ida Meftahi,PERS251,2016,fall,,,3.8782608695652177,23.0
Ida Meftahi,PERS251,2017,fall,,,3.635294117647059,17.0
Ida Meftahi,PERS251,2018,fall,,,3.847826086956522,23.0
Ida Meftahi,PERS252,2016,spring,,,3.8800000000000003,15.0
Ida Meftahi,PERS252,2017,spring,,,3.8875,8.0
Ida Meftahi,PERS252,2018,spring,,,3.835714285714286,14.0
Ida Meftahi,PERS283,2017,fall,,,3.837037037037037,27.0
Ida Meftahi,PERS398B,2016,spring,,,3.8800000000000003,30.0
Ida Meftahi,PERS398B,2017,spring,,,3.5666666666666664,12.0
Ida Meftahi,PERS398B,2018,spring,,,3.8470588235294114,17.0
Ida Meftahi,PERS398B,2019,spring,,,3.8000000000000003,23.0
Ida Meftahi,PERS398D,2016,fall,,,3.9499999999999997,6.0
Idil Yaveroglu,BMGT350,2021,fall,,,3.6307692307692303,130.0
Idil Yaveroglu,BMGT350,2022,fall,,,3.304615384615385,65.0
Idil Yaveroglu,BMGT352,2020,fall,,,3.665714285714286,35.0
Idil Yaveroglu,BMGT352,2021,fall,,,3.8666666666666667,45.0
Idil Yaveroglu,BMGT352,2022,fall,,,3.7454545454545456,44.0
Idil Yaveroglu,BMGT382,2020,fall,,,3.704347826086956,23.0
Idil Yaveroglu,BMGT382,2021,fall,,,3.54,45.0
Idil Yaveroglu,BMGT382,2022,fall,,,3.338235294117647,34.0
Idil Yaveroglu,BMGT450,2021,spring,,,3.658333333333333,36.0
Idil Yaveroglu,BMGT450,2022,spring,,,3.402222222222222,45.0
Il-Horn Hann,BMGT808W,2016,spring,,,4.0,5.0
Il-Horn Hann,BUDT758F,2016,spring,,,3.6966666666666668,30.0
Il-Horn Hann,BUSI621,2018,fall,,,3.344444444444444,144.0
Il-Horn Hann,BUSI621,2020,spring,,,3.3878787878787877,99.0
Il-Horn Hann,BUSI621,2021,spring,,,3.4680851063829787,94.0
Il-Horn Hann,BUSI621,2022,spring,,,3.435211267605634,142.0
Il-Horn Hann,BUSI622,2012,spring,,,3.4550458715596326,109.0
Il-Horn Hann,BUSI622,2013,spring,,,3.39551282051282,156.0
Il-Horn Hann,BUSI622,2015,spring,,,3.3750000000000004,88.0
Il-Horn Hann,BUSI622,2016,fall,,,3.4206349206349205,126.0
Il-Horn Hann,BUSI622,2016,spring,,,3.4642857142857144,70.0
Il-Horn Hann,BUSI622,2017,fall,,,3.7181818181818183,11.0
Il-Horn Hann,BUSI622,2017,spring,,,3.6470588235294112,51.0
Il-Horn Hann,BUSI622,2018,fall,,,3.688888888888889,18.0
Il-Horn Hann,BUSI622,2018,spring,,,3.660975609756098,41.0
Il-Horn Hann,BUSI622,2019,fall,,,3.8000000000000003,14.0
Il-Horn Hann,BUSI622,2019,spring,,,3.6809523809523808,21.0
Il-Horn Hann,BUSI622,2020,spring,,,3.6800000000000006,10.0
Il-Horn Hann,BUSM621,2020,fall,,,3.3886792452830186,53.0
Il-Horn Hann,BUSM621,2021,fall,,,3.474305555555555,144.0
Ilai Saltzman,ISRL329C,2021,fall,,,3.674285714285714,35.0
Ilai Saltzman,ISRL329C,2021,spring,,,3.1263157894736846,19.0
Ilai Saltzman,ISRL329C,2022,fall,,,3.9628571428571426,35.0
Ilai Saltzman,ISRL329P,2021,fall,,,3.5176470588235293,34.0
Ilai Saltzman,ISRL329P,2021,spring,,,3.016666666666667,12.0
Ilai Saltzman,ISRL329P,2022,fall,,,3.7647058823529407,34.0
Ilai Saltzman,ISRL329Q,2022,spring,,,3.815625,32.0
Ilai Saltzman,ISRL349F,2022,spring,,,3.588571428571429,35.0
Ilchul Yoon,BMGT302,2012,spring,,,3.3163265306122454,49.0
Ilchul Yoon,BMGT402,2012,spring,,,3.4181818181818184,22.0
Ilchul Yoon,CMSC106,2017,fall,,,2.588235294117647,34.0
Ilchul Yoon,CMSC106,2018,fall,,,2.8058823529411763,34.0
Ilchul Yoon,CMSC106,2020,fall,,,2.7366666666666664,30.0
Ilchul Yoon,CMSC122,2018,fall,,,2.725882352941176,170.0
Ilchul Yoon,CMSC122,2019,fall,,,2.6499999999999995,26.0
Ilchul Yoon,CMSC122,2020,fall,,,2.8014492753623195,69.0
Ilchul Yoon,CMSC131,2021,spring,,,3.0103448275862066,29.0
Ilchul Yoon,CMSC411,2019,spring,,,2.4589743589743596,39.0
Ilchul Yoon,CMSC411,2022,spring,,,2.648,75.0
Ingrid Satelmajer,ENGL346,2012,spring,,,2.96969696969697,33.0
Ingrid Satelmajer,HHUM106,2017,spring,,,3.9214285714285713,42.0
Ingrid Satelmajer,HHUM205,2015,fall,,,3.6357142857142857,14.0
Ingrid Satelmajer,HHUM205,2016,fall,,,3.726086956521739,23.0
Ingrid Satelmajer,HNUH300,2022,fall,,,3.8241379310344827,29.0
Ingrid Satelmajer,HNUH300,2022,spring,,,3.980000000000001,65.0
Ingrid Satelmajer,HONR208P,2020,fall,,,3.894444444444444,18.0
Ingrid Satelmajer,HONR208P,2021,fall,,,3.56,15.0
Ingrid Satelmajer,HONR239B,2013,fall,,,3.3166666666666664,18.0
Ingrid Satelmajer,HONR239B,2013,spring,,,3.511111111111111,18.0
Ingrid Satelmajer,HONR239B,2016,fall,,,3.744444444444445,18.0
Ingrid Satelmajer,HONR239B,2017,fall,,,3.7600000000000002,20.0
Ingrid Satelmajer,HONR239B,2019,fall,,,3.7882352941176474,17.0
Ingrid Satelmajer,HONR239B,2019,spring,,,3.8950000000000005,20.0
Ingrid Satelmajer,HONR239B,2021,fall,,,3.7529411764705882,17.0
Ingrid Satelmajer,HONR239B,2021,spring,,,3.7952380952380955,21.0
Ingrid Satelmajer,HONR248J,2017,fall,,,3.8421052631578947,19.0
Ingrid Satelmajer,HONR248J,2017,spring,,,3.8000000000000003,18.0
Ingrid Satelmajer,HONR248J,2018,fall,,,3.831578947368421,19.0
Ingrid Satelmajer,HONR248J,2019,fall,,,3.905,20.0
Ingrid Satelmajer,HONR248J,2019,spring,,,3.8631578947368417,19.0
Ingrid Satelmajer,HONR248J,2020,fall,,,3.935,20.0
Ingrid Satelmajer,HONR248J,2021,spring,,,3.980645161290323,31.0
Ingrid Satelmajer,HONR259P,2012,spring,,,3.6,19.0
Ingrid Satelmajer,HONR259P,2014,spring,,,3.458823529411765,17.0
Ingrid Satelmajer,HONR259P,2016,spring,,,3.855555555555555,9.0
Ingrid Satelmajer,HONR259P,2018,fall,,,3.8666666666666667,12.0
Ingrid Satelmajer,HONR269A,2012,fall,,,3.6526315789473687,19.0
Ingrid Satelmajer,HONR269A,2015,spring,,,3.5700000000000003,10.0
Inna Hardman,RUSS101,2013,fall,,,3.5818181818181816,11.0
Inna Hardman,RUSS101,2014,fall,,,3.8130434782608695,23.0
Inna Hardman,RUSS101,2018,fall,,,3.7249999999999996,24.0
Inna Hardman,RUSS101,2019,fall,,,3.672222222222222,18.0
Inna Hardman,RUSS101,2020,fall,,,3.6700000000000004,20.0
Inna Hardman,RUSS102,2014,spring,,,3.1263157894736846,19.0
Inna Hardman,RUSS102,2015,spring,,,3.5619047619047617,21.0
Inna Hardman,RUSS102,2019,spring,,,3.1777777777777785,18.0
Inna Hardman,RUSS102,2020,spring,,,3.9000000000000004,16.0
Inna Hardman,RUSS102,2021,spring,,,3.8058823529411767,17.0
Inna Hardman,RUSS102,2022,spring,,,3.4599999999999995,15.0
Inna Hardman,RUSS298C,2014,fall,,,3.5083333333333333,12.0
Inna Hardman,RUSS398C,2020,spring,,,4.0,10.0
Inna Hardman,RUSS398C,2022,spring,,,3.7578947368421054,19.0
Inna Hardman,RUSS439E,2021,fall,,,3.8818181818181823,11.0
Inna Hardman,RUSS439E,2022,fall,,,3.7125000000000004,8.0
Iqbal Hamza,ANSC327,2013,spring,,,2.1952380952380954,63.0
Iqbal Hamza,ANSC327,2014,spring,,,2.2983050847457624,59.0
Iqbal Hamza,ANSC327,2022,spring,,,2.056923076923077,65.0
Iqbal Hamza,ANSC627,2016,spring,,,2.1767123287671235,73.0
Iqbal Hamza,ANSC898,2022,fall,,,4.0,5.0
Ira Chinoy,JOUR200,2016,spring,,,3.4172413793103447,29.0
Ira Chinoy,JOUR200,2017,spring,,,3.506896551724138,29.0
Ira Chinoy,JOUR200,2018,fall,,,3.848214285714285,56.0
Ira Chinoy,JOUR200,2019,fall,,,3.8114754098360657,61.0
Ira Chinoy,JOUR200,2019,spring,,,3.2200000000000006,30.0
Ira Chinoy,JOUR200,2021,spring,,,3.9310344827586206,29.0
Ira Chinoy,JOUR200,2022,fall,,,3.6933333333333334,30.0
Ira Chinoy,JOUR200U,2015,fall,,,3.8066666666666666,30.0
Ira Chinoy,JOUR200U,2016,fall,,,3.6862068965517243,29.0
Ira Chinoy,JOUR200U,2017,fall,,,3.8761904761904757,21.0
Ira Chinoy,JOUR476,2015,fall,,,3.75,18.0
Ira Chinoy,JOUR476,2016,fall,,,3.9684210526315793,19.0
Ira Chinoy,JOUR476,2016,spring,,,3.761111111111111,18.0
Ira Chinoy,JOUR476,2017,fall,,,3.713333333333333,15.0
Ira Chinoy,JOUR476,2017,spring,,,3.9210526315789473,19.0
Ira Chinoy,JOUR476,2018,spring,,,3.9055555555555554,18.0
Ira Chinoy,JOUR476,2019,spring,,,3.628571428571429,14.0
Ira Chinoy,JOUR476,2021,spring,,,4.0,17.0
Ira Chinoy,JOUR772,2012,fall,,,3.91875,16.0
Ira Chinoy,JOUR772,2012,spring,,,3.7937499999999997,16.0
Irene Pantelis,ARTT110,2019,fall,,,3.212903225806452,31.0
Irene Pantelis,ARTT110,2019,spring,,,3.5999999999999996,21.0
Irene Pantelis,ARTT110,2021,fall,,,3.727777777777777,54.0
Irene Pantelis,ARTT110,2022,spring,,,3.422222222222222,36.0
Irene Pantelis,ARTT110S,2021,fall,,,3.9,7.0
Irene Pantelis,ARTT110S,2022,fall,,,4.0,5.0
Irene Pantelis,ARTT210,2022,spring,,,3.6,17.0
Irwin Morris,GVPT100,2015,fall,,,3.1888372093023256,215.0
Irwin Morris,GVPT170,2019,spring,,,3.037566137566137,189.0
Irwin Morris,GVPT475,2018,fall,,,3.43448275862069,29.0
Irwin Morris,GVPT831,2016,spring,,,3.725,8.0
Irwin Morris,GVPT877,2013,fall,,,3.88,5.0
Isaak Mayergoyz,ENEE474,2014,fall,,,3.5375,40.0
Isaak Mayergoyz,ENEE474,2015,fall,,,3.4666666666666663,39.0
Isaak Mayergoyz,ENEE474,2016,fall,,,3.4617021276595743,47.0
Isaak Mayergoyz,ENEE474,2018,fall,,,3.6056603773584905,53.0
Isaak Mayergoyz,ENEE474,2019,fall,,,3.4533333333333327,45.0
Isaak Mayergoyz,ENEE474,2020,fall,,,3.92,45.0
Isaak Mayergoyz,ENEE474,2021,fall,,,3.7275,40.0
Isaak Mayergoyz,ENEE474,2022,fall,,,3.4714285714285715,28.0
Isaak Mayergoyz,ENEE475,2012,spring,,,3.2,67.0
Isaak Mayergoyz,ENEE475,2013,spring,,,3.535849056603774,53.0
Isaak Mayergoyz,ENEE475,2014,spring,,,3.536363636363636,55.0
Isaak Mayergoyz,ENEE475,2015,spring,,,3.729032258064516,62.0
Isaak Mayergoyz,ENEE475,2016,spring,,,3.5023255813953487,86.0
Isaak Mayergoyz,ENEE475,2017,spring,,,3.183050847457627,59.0
Isaak Mayergoyz,ENEE475,2018,spring,,,3.4590909090909094,66.0
Isaak Mayergoyz,ENEE475,2019,spring,,,3.5682926829268293,41.0
Isaak Mayergoyz,ENEE475,2020,spring,,,3.9583333333333335,48.0
Isaak Mayergoyz,ENEE475,2021,spring,,,3.797222222222222,36.0
Isaak Mayergoyz,ENEE475,2022,spring,,,3.6405797101449275,69.0
Isabel Lloyd,ENES100,2012,fall,,,3.6097560975609757,41.0
Isabel Lloyd,ENES100,2013,fall,,,3.3850000000000002,40.0
Isabel Lloyd,ENES100,2015,fall,,,3.4000000000000004,34.0
Isabel Lloyd,ENES100,2019,fall,,,3.577142857142858,35.0
Isabel Lloyd,ENES100,2022,fall,,,3.789473684210526,38.0
Isabel Lloyd,ENES100A,2015,fall,,,3.233333333333333,6.0
Isabel Lloyd,ENMA180,2017,fall,,,4.0,25.0
Isabel Lloyd,ENMA180,2018,fall,,,3.7789473684210524,38.0
Isabel Lloyd,ENMA180,2022,fall,,,3.953333333333333,15.0
Isabel Lloyd,ENMA300,2012,spring,,,3.057894736842105,19.0
Isabel Lloyd,ENMA300,2013,spring,,,3.121052631578947,19.0
Isabel Lloyd,ENMA300,2014,fall,,,3.014166666666667,120.0
Isabel Lloyd,ENMA300,2014,spring,,,3.082692307692308,52.0
Isabel Lloyd,ENMA300,2015,spring,,,2.9134020618556704,97.0
Isabel Lloyd,ENMA300,2016,spring,,,2.8489795918367347,98.0
Isabel Lloyd,ENMA300,2017,spring,,,3.038613861386139,101.0
Isabel Lloyd,ENMA300,2018,spring,,,3.0948979591836734,98.0
Isabel Lloyd,ENMA301,2021,spring,,,3.4642857142857144,28.0
Isabel Lloyd,ENMA301,2022,spring,,,3.3636363636363638,11.0
Isabel Lloyd,ENMA463,2012,fall,,,3.2857142857142856,28.0
Isabel Lloyd,ENMA463,2013,fall,,,3.273913043478261,23.0
Isabel Lloyd,ENMA463,2014,fall,,,3.037142857142857,35.0
Isabel Lloyd,ENMA463,2019,spring,,,3.3157894736842106,19.0
Isabel Lloyd,ENMA472,2018,fall,,,3.6999999999999997,28.0
Isabel Lloyd,ENMA472,2020,spring,,,3.9125,8.0
Isabel Lloyd,ENMA472,2022,spring,,,3.5555555555555554,18.0
Isabelle Gournay,ARCH226,2016,fall,,,3.1363636363636362,77.0
Isabelle Gournay,ARCH227,2012,fall,,,3.618867924528302,53.0
Isabelle Gournay,ARCH227,2013,fall,,,3.336170212765957,47.0
Isabelle Gournay,ARCH227,2015,fall,,,3.4224137931034484,58.0
Isabelle Gournay,ARCH420,2012,spring,,,3.6285714285714286,14.0
Isabelle Gournay,ARCH420,2015,spring,,,3.591666666666667,12.0
Isabelle Gournay,ARCH420,2016,spring,,,3.4615384615384617,13.0
Isabelle Gournay,ARCH420,2018,spring,,,3.3129032258064517,31.0
Isabelle Gournay,ARCH426,2015,fall,,,3.5666666666666664,6.0
Isabelle Gournay,ARCH428E,2016,fall,,,3.5526315789473686,19.0
Isabelle Gournay,ARCH429,2016,fall,,,3.5705882352941174,17.0
Isabelle Gournay,ARCH429,2017,fall,,,4.0,8.0
Isabelle Gournay,ARCH435,2012,fall,,,3.682857142857143,35.0
Isabelle Gournay,ARCH435,2013,fall,,,3.5583333333333336,24.0
Isabelle Gournay,ARCH435,2015,fall,,,3.34375,32.0
Isabelle Gournay,ARCH628B,2013,spring,,,3.6799999999999997,5.0
Isabelle Gournay,ARCH635,2013,spring,,,3.788888888888889,9.0
Isabelle Gournay,ARCH635,2015,spring,,,3.5875,8.0
Isabelle Gournay,ARCH635,2016,spring,,,3.690909090909091,11.0
Isabelle Gournay,HONR278F,2012,spring,,,3.764705882352941,17.0
Ivan Ramos,LGBT200,2018,fall,,,3.321739130434783,46.0
Ivan Ramos,LGBT200,2018,spring,,,3.188888888888889,27.0
Ivan Ramos,LGBT327,2019,fall,,,3.533333333333333,24.0
Ivan Ramos,LGBT448O,2018,spring,,,3.642105263157895,19.0
Ivan Ramos,LGBT448O,2019,spring,,,3.692857142857143,14.0
Ivan Ramos,LGBT488R,2019,spring,,,4.0,5.0
Ivan Ramos,WMST250,2020,spring,,,3.642857142857143,14.0
Ivan Ramos,WMST298N,2019,fall,,,3.858333333333333,24.0
Jack Baker,MATH003,2012,fall,,,0.0,4.0
Jack Baker,MATH003,2012,spring,,,0.0,5.0
Jack Baker,MATH003,2013,fall,,,0.0,5.0
Jack Baker,MATH003,2014,fall,,,0.0,3.0
Jack Baker,MATH003,2015,fall,,,0.0,4.0
Jack Baker,MATH003,2017,fall,,,0.0,2.0
Jack Baker,MATH003,2018,fall,,,0.0,4.0
Jack Baker,MATH003,2019,fall,,,0.0,1.0
Jack Blanchard,PSYC353,2013,fall,,,3.4641891891891894,148.0
Jack Blanchard,PSYC353,2017,fall,,,3.3703703703703702,54.0
Jack Blanchard,PSYC353,2017,spring,,,3.3875,80.0
Jack Blanchard,PSYC468H,2013,spring,,,4.0,5.0
Jack Blanchard,PSYC468H,2014,spring,,,3.8333333333333335,6.0
Jack Blanchard,PSYC468H,2015,spring,,,4.0,7.0
Jack Blanchard,PSYC468H,2016,spring,,,4.0,10.0
Jack Blanchard,PSYC468H,2017,spring,,,4.0,6.0
Jack Blanchard,PSYC630,2015,spring,,,3.976923076923077,13.0
Jack Blanchard,PSYC630,2019,spring,,,4.0,8.0
