name,course,slug,average_rating,num_ratings
KEITH HEROLD,BIOE331,herold,1.5,2.0
KEITH HEROLD,BIOE232,herold,2.0,2.0
KEITH MILLS,MATH246,mills_keith,5.0,1.0
KEITH YEARWOOD,GEOG140,yearwood,3.3333333333333335,18.0
KEITH YEARWOOD,GEOG201,yearwood,2.75,4.0
KELLY BROWER,CPMS101,brower_kelly,5.0,1.0
KELLY BROWER,CPPL100,brower_kelly,5.0,1.0
KELLY CRESAP,ENGL393,cresap,3.5,6.0
KELLY STEPNO,JOUR130,stepno,5.0,1.0
KELSEY GIPE,PHIL412,gipe,5.0,1.0
KELSEY KERR,ENGL101,kerr,5.0,1.0
KEN KIGER,ENES221,kiger_ken,5.0,1.0
KENDALL BUSTAD,MIEH300,bustad,3.5,2.0
KENDALL BUSTAD,PHSC440,bustad,3.5,2.0
KENDALL BUSTAD,PHSC497,bustad,1.0,1.0
KENDALL WILLIAMS,MATH411,williams_kendall,1.6666666666666667,6.0
KENDALL WILLIAMS,MATH246,williams_kendall,4.25,16.0
KENDALL WILLIAMS,MATH310,williams_kendall,1.0,1.0
KENDALL WILLIAMS,MATH246H,williams_kendall,4.5,2.0
KENDALL WILLIAMS,MATH141,williams_kendall,2.0,1.0
KENDALL WILLIAMS,MATH241,williams_kendall,3.65,20.0
KENDALL WILLIAMS,MATH140,williams_kendall,2.75,4.0
KENDALL WILLIAMS,MATH241H,williams_kendall,2.3333333333333335,3.0
KENNETH BERG,MATH131,berg_kenneth,4.0,1.0
KENNETH BERG,MATH141,berg_kenneth,4.0,1.0
KENNETH FRAUWIRTH,BSCI330,frauwirth,3.75,12.0
KENNETH FRAUWIRTH,BSCI422,frauwirth,3.6666666666666665,3.0
KENNETH FULLER,BMGT343,fuller_kenneth,5.0,3.0
KENNETH INGRAM,INAG272,ingram,5.0,1.0
KENNETH KIGER,ENME331,kiger,2.0,4.0
KENNETH KIGER,ENES221,kiger,4.333333333333333,3.0
KENNETH KIGER,ENME641,kiger,5.0,1.0
KENNETH KLOTZ,KNES144R,klotz,5.0,1.0
KENNETH KLOTZ,KNES144T,klotz,5.0,1.0
KENNETH LEONARD,AREC345,leonard_kenneth,5.0,2.0
KENNETH LEONARD,AREC365,leonard_kenneth,2.823529411764706,17.0
KENNETH YU,ENAE455,yu_kenneth,4.5,2.0
KENNETH YU,ENAE464,yu_kenneth,4.0,2.0
KENNETH YU,ENAE665,yu_kenneth,5.0,1.0
KENT NORMAN,PSYC445,norman_kent,1.0,1.0
KENT NORMAN,PSYC444,norman_kent,4.2,5.0
KERISHMA PANIGRAHI,ENGL265,panigrahi,5.0,1.0
KERRY GREEN,HLTH301,green_kerry,3.0,1.0
KERRY TRIPP,FMSC215,tripp,5.0,2.0
KERRY TRIPP,FMSC382,tripp,3.0,1.0
KERRY TRIPP,FMSC487,tripp,3.25,8.0
KEVIN CALABRO,ENES232,calabro,4.666666666666667,3.0
KEVIN CALABRO,ENES100,calabro,4.090909090909091,11.0
KEVIN CALABRO,ENES102,calabro,4.666666666666667,3.0
KEVIN CALABRO,ENES102H,calabro,4.5,2.0
KEVIN CALABRO,ENES220,calabro,5.0,1.0
KEVIN CALABRO,ENES221,calabro,4.75,4.0
KEVIN CALABRO,HONR288O,calabro,3.5,2.0
KEVIN DANIELS,ENEE416,daniels_kevin,5.0,1.0
KEVIN DANIELS,ENEE413,daniels_kevin,5.0,2.0
KEVIN DAYARATNA,ECON321,dayaratna,2.3333333333333335,3.0
KEVIN GIBBONS,ANTH222,gibbons_kevin,5.0,2.0
KEVIN GIBBONS,ANTH240,gibbons_kevin,5.0,3.0
KEVIN GIBBONS,ANTH260,gibbons_kevin,5.0,2.0
KEVIN KLOSE,JOUR458L,klose,5.0,1.0
KEVIN ROY,FMSC190,roy_kevin,4.833333333333333,6.0
KEVIN ROY,FMSC381,roy_kevin,5.0,2.0
KEVIN TU,BSCI238D,tu_kevin,4.9,20.0
KEVIN WINSTEAD,AMST101,winstead,1.0,1.0
KEVIN WISNIEWSKI,ENGL398V,wisniewski,5.0,1.0
KI-YONG KIM,PHYS171,kim_ki-yong,1.0,1.0
KI-YONG KIM,PHYS174,kim_ki-yong,2.0,1.0
KI-YONG KIM,PHYS142,kim_ki-yong,3.0,1.0
KI-YONG KIM,PHYS121,kim_ki-yong,2.0,1.0
KI-YONG KIM,PHYS122,kim_ki-yong,4.0,2.0
KIERA WOLFE,ENGL101,wolfe_kiera,3.6666666666666665,3.0
KIERA WOLFE,ENGL272,wolfe_kiera,5.0,2.0
KIM DRNEC,HONR238F,drnec,4.0,1.0
KIMBERLI MUNOZ,COMM107,munoz,5.0,4.0
KIMBERLY BETHKE,UNIV100,bethke,3.6666666666666665,3.0
KIMBERLY PACZOLT,BSCI222,paczolt,2.4,15.0
KIMBERLY PACZOLT,BSCI150,paczolt,2.0,4.0
KISA LAPE,ENGL395,lape,5.0,1.0
KISA LAPE,ENGL393,lape,5.0,1.0
KJ LIU,ENEE425,liu_kj_ray,3.0,1.0
KOKI NAGATA,BMGT477,nagata,3.0,2.0
KONSTANTINA TRIVISA,MATH462,trivisa,5.0,1.0
KONSTANTINOS KALAPOTHARAKOS,ASTR300,kalapotharakos,1.0,2.0
KONSTANTINOS KALAPOTHARAKOS,ENGL101,kalapotharakos,5.0,1.0
KONSTANTINOS PAPADOPOULOS,PHYS270,papadopoulos,2.6666666666666665,3.0
KONSTANTINOS POZOUKIDIS,ENGL255,pozoukidis,4.0,1.0
KONSTANTINOS POZOUKIDIS,ENGL257,pozoukidis,5.0,1.0
KONSTANTINOS POZOUKIDIS,FILM245,pozoukidis,5.0,1.0
KOREY ROTHMAN,BSCV191,rothman,5.0,1.0
KOREY ROTHMAN,HONR238D,rothman,3.909090909090909,11.0
KOREY ROTHMAN,THET110,rothman,3.967741935483871,31.0
KRISHNAN VASUDEVAN,JOUR368I,vasudevan,5.0,1.0
KRISTEN CABRERA,PHSC321,cabrera_kristen,1.0,3.0
KRISTEN HAMILTON,PSYC489U,hamilton_kristen,3.0,2.0
KRISTEN HINES,ENES232,hines,1.3333333333333333,3.0
KRISTINE MORRISSEY,ENGL101S,morrissey_kristine,1.0,1.0
KRISTJANA MADDUX,COMM304,maddux,5.0,1.0
KRISTOPHER POURZAL,THET293,pourzal,5.0,1.0
KUISHUANG FENG,GEOG202,feng_kuishuang,3.0,1.0
KURT FINSTERBUSCH,SOCY305,finsterbusch,3.0,2.0
KURT FINSTERBUSCH,SOCY431,finsterbusch,1.0,2.0
KYLA COOLS,ANTH265,cools,5.0,1.0
KYLE BICKOFF,ENGL245,bickoff,5.0,1.0
KYLE DORSEY,CCJS325,dorsey,5.0,3.0
KYLE DORSEY,CCJS225,dorsey,5.0,1.0
KYLE DORSEY,CCJS100,dorsey,5.0,3.0
KYLE DORSEY,CCJS105,dorsey,4.7272727272727275,11.0
KYUNG KOH,BIOE241,koh_kyung,1.4285714285714286,7.0
KYUNG KOH,BIOE371,koh_kyung,1.0,7.0
KYUNGJIN YOO,FIRE270,yoo,1.0,1.0
L GORDON,COMM107,gordon_l,3.0,2.0
L SHAFFER,ANTH222,shaffer_l_jen,5.0,1.0
L SHAFFER,ANTH266,shaffer_l_jen,5.0,3.0
L STEVENS,ECON325,stevens_l,3.75,4.0
L STEVENS,EDCI443,stevens_l,5.0,1.0
LAI-XI WANG,CHEM241,wang_lai-xi,5.0,3.0
LAKSHMI SRIDARAN,AAST498N,sridaran,5.0,1.0
LAMONTE SUMMERS,JOUR402,summers_lamonte,1.0,1.0
LANCE YONKOS,ENST233,yonkos,4.9,10.0
LARA PAYNE,ENGL101S,payne_lara,4.0,4.0
LARA PAYNE,HHUM205,payne_lara,5.0,2.0
LARIA ROGERS,INST335,rogers_laria,3.5,4.0
LARIA ROGERS,INST352,rogers_laria,5.0,1.0
LARRY DAVIS,CMSC420,davis_larry,1.0,1.0
LARRY HERMAN,CMSC250,herman_larry,1.75,4.0
LARRY HERMAN,CMSC216,herman_larry,3.25,84.0
LARRY HERMAN,CMSC330,herman_larry,4.0,1.0
LARRY HERMAN,CMSC131,herman_larry,5.0,1.0
LARRY HERMAN,CMSC106,herman_larry,2.5,2.0
LARRY HERMAN,CMSC132,herman_larry,3.361111111111111,72.0
LARRY PLOTKIN,KNES498T,plotkin,5.0,1.0
LARS HELGERT,MUSC205,helgert,5.0,1.0
LARS OLSON,AREC280,olson_lars,1.0,1.0
LARS OLSON,HNUH258A,olson_lars,2.0,8.0
LAURA DEMARIA,SPAN362,demaria,5.0,1.0
LAURA DEMARIA,SPAN408O,demaria,4.0,1.0
LAURA DREW,FIRE120,drew_laura,5.0,1.0
LAURA DREW,FIRE298,drew_laura,3.5,2.0
LAURA DREW,MIEH400,drew_laura,5.0,1.0
LAURA DUGAN,CCJS200,dugan,5.0,2.0
LAURA DUNCANSON,GEOG201,duncanson,3.3333333333333335,6.0
LAURA GILCHREST,ANTH265,gilchrest,1.6666666666666667,3.0
LAURA GILCHREST,ANTH323,gilchrest,1.75,4.0
LAURA IOSIP,MATH135,iosip,5.0,1.0
LAURA LISING,PHYS115,lising,4.5,4.0
LAURA ROSENTHAL,ENGL311,rosenthal_laura,5.0,1.0
LAURA ROSENTHAL,ENGL455,rosenthal_laura,4.0,1.0
LAURA SCHNITKER,MUSC215,schnitker,4.142857142857143,14.0
LAURA WILLIAMS,ENGL101X,williams_laura,4.0,1.0
LAURE BROOKS,CCJS300,brooks_laure,5.0,11.0
LAURE BROOKS,CCJS340,brooks_laure,4.666666666666667,6.0
LAUREN CANNADY,HNUH278X,cannady,2.0,6.0
LAUREN EDELSTEIN,COMM426,edelstein,5.0,1.0
LAUREN FARNELL,THET110,farnell,3.5,2.0
LAUREN PORTER,CCJS342,porter_lauren,2.0,1.0
LAUREN TRAKHMAN,EDHD221,trakhman,5.0,1.0
LAURENT MONTESI,GEOL200,montesi,1.0,2.0
LAWRENCE AIKINS,BMGT301,aikins_lawrence,2.0,3.0
LAWRENCE GORDON,HACS208A,gordon_lawrence,5.0,1.0
LAWRENCE SITA,CHEM247,sita,4.0,1.0
LAWRENCE SITA,CHEM401,sita,5.0,2.0
LAWRENCE WASHINGTON,MATH456,washington_lawrence,5.0,4.0
LAWRENCE WASHINGTON,MATH406,washington_lawrence,4.0,1.0
LAWRENCE WASHINGTON,MATH221,washington_lawrence,4.666666666666667,6.0
LAWRENCE WASHINGTON,MATH220,washington_lawrence,5.0,1.0
LAWRENCE WASHINGTON,MATH120,washington_lawrence,5.0,16.0
LAWRENCE WASHINGTON,CMSC456,washington_lawrence,5.0,2.0
LAXMAN DHULIPALA,CMSC451,dhulipala_laxman,4.0,4.0
LE-MARIE THOMPSON,BMGT289A,thompson_le-marie,2.0,4.0
LE-MARIE THOMPSON,BMGT461,thompson_le-marie,1.5,2.0
LEAH DODSON,CHEM271,dodson_leah,1.5849056603773586,53.0
LEAH DODSON,CHEM690,dodson_leah,4.5,2.0
LEE FRIEDMAN,CHEM131,friedman_lee,5.0,1.0
LEE FRIEDMAN,CHEM231,friedman_lee,4.0,9.0
LEE FRIEDMAN,CHEM242,friedman_lee,2.6666666666666665,9.0
LEE HINKLE,MUSC289I,hinkle,5.0,1.0
LEE KONSTANTINOU,ENGL321,konstantinou,5.0,1.0
LEE MUNDY,ASTR100,mundy_lee,5.0,3.0
LEE MUNDY,ASTR101,mundy_lee,3.0,3.0
LEI CHEN,MATH410,chen_lei,5.0,2.0
LEI ZHOU,BMGT221H,zhou_lei,4.0,2.0
LEI ZHOU,BMGT321,zhou_lei,3.0,2.0
LEI ZHOU,BMGT326,zhou_lei,1.2,5.0
LEI ZHOU,BUAC782,zhou_lei,2.0,1.0
LEIGH LESLIE,FMSC330,leslie_leigh,5.0,1.0
LEIGHA MCREYNOLDS,HNUH100,mcreynolds_leigha,5.0,1.0
LEIGHA MCREYNOLDS,HNUH228U,mcreynolds_leigha,5.0,10.0
LEISA SCHWAB,PHIL347,schwab_leisa,5.0,1.0
LELAND GARDNER,BMGT110F,gardner_leland,4.333333333333333,3.0
LELAND GARDNER,BMGT289L,gardner_leland,5.0,1.0
LELAND GARDNER,BMGT370,gardner_leland,5.0,6.0
LELAND GARDNER,BMGT372,gardner_leland,5.0,1.0
LELAND GARDNER,BMGT475,gardner_leland,5.0,1.0
LENEA STOCKER,CHEM231,stocker_lenea,4.3076923076923075,26.0
LENEA STOCKER,CHEM135,stocker_lenea,2.75,20.0
LENEA STOCKER,CHEM134,stocker_lenea,3.0,1.0
LENEA STOCKER,CHEM132V,stocker_lenea,1.3333333333333333,3.0
LENEA STOCKER,CHEM132,stocker_lenea,4.0,1.0
LENEA STOCKER,CHEM131,stocker_lenea,4.0,2.0
LEO SHAPIRO,BSCI160,shapiro_leo,3.5,12.0
LEO SHAPIRO,BSCI207,shapiro_leo,3.3333333333333335,3.0
LEO SHAPIRO,BSCI363,shapiro_leo,4.0,2.0
LEONARD HOWIE,PLCY203,howie,2.0,1.0
LEONARD TAYLOR,ENEE380,taylor_leonard,4.0,3.0
LEONARD TAYLOR,ENEE381,taylor_leonard,2.0,2.0
LEONID KORALOV,MATH410,koralov,3.875,8.0
LEONID KORALOV,MATH411,koralov,3.0,4.0
LEONID KORALOV,STAT400,koralov,1.3333333333333333,3.0
LEONID KORALOV,STAT410,koralov,3.0,1.0
LEONIDAS LAMPROPOULOS,CMSC488B,lampropoulos,5.0,1.0
LESLIE BERNS,ARTT150,berns,4.6,5.0
LESLIE BERNS,ARTT110,berns,4.0,1.0
LESLIE BERNS,ARTT100,berns,4.5,2.0
LESLIE MOSTOW,BMGT310,mostow,3.0,2.0
LESLIE MOSTOW,BMGT311,mostow,4.0,1.0
LESLIE MOSTOW,BMGT323,mostow,3.6666666666666665,6.0
LESLIE MOSTOW,BMGT417,mostow,1.0,1.0
LESLIE PAGE-VOTH,EDSP470,page-voth,5.0,1.0
LESLIE PICK,BSCI410,pick,5.0,2.0
LESLIE PICK,HLSC322,pick,4.333333333333333,3.0
LESLIE ROWLAND,HIST408W,rowland,1.0,1.0
LESLIE ROWLAND,HIST462,rowland,1.0,1.0
LESTER ESCOBAL,ARCH242,escobal,4.0,6.0
LEWIS LINK,HONR219T,link,5.0,4.0
LIAM DALEY,ENGL265,daley,4.0,2.0
LIAM HEALY,ENAE441,healy_liam,1.6666666666666667,3.0
LIANA SAYER,SOCY325,sayer,5.0,1.0
LIANGBING HU,ENMA476,hu_liangbing,4.0,1.0
LIANGBING HU,ENMA411,hu_liangbing,4.5,2.0
LILLIAN DOHERTY,CLAS170,doherty_lillian,3.7333333333333334,15.0
LILLIAN DOHERTY,GREK301,doherty_lillian,4.0,1.0
LINDA COLEMAN,ENGL281,coleman_linda,2.0,1.0
LINDA COLEMAN,ENGL383,coleman_linda,4.0,1.0
LINDA COLEMAN,ENGL483,coleman_linda,5.0,1.0
LINDA COLEMAN,ENGL489P,coleman_linda,3.6666666666666665,3.0
LINDA COLEMAN,JOUR181,coleman_linda,3.5,4.0
LINDA SCHMIDT,ENME371,schmidt_linda,2.0,1.0
LINDA SCHMIDT,ENME472,schmidt_linda,2.0,1.0
LINDA ZOU,PSYC221,zou_linda,4.0,2.0
LINDA ZOU,PSYC232,zou_linda,5.0,2.0
LINDSAY BERNAL,ENGL243,bernal,2.0,2.0
LINDSAY MALLICK,FMSC310,mallick_lindsay,4.0,2.0
LINDSAY YOTSUKURA,SLLC309,yotsukura,5.0,1.0
LINGYAN MA,COMM107,ma_lingyan,3.0,1.0
LISA EAKER,TLPL470,eaker_lisa,5.0,1.0
LISA EAKER,TLPL250,eaker_lisa,3.0,1.0
LISA EAKER,TLPL360,eaker_lisa,5.0,2.0
LISA LATOUCHE,ENGL101,latouche,5.0,1.0
LISA LATOUCHE,ENGL271,latouche,4.0,1.0
LIYI LI,CMSC433,li_liyi,1.4,5.0
LIZA LEBRUN,ENES114,lebrun,1.0,2.0
LOGAN WILLIAMS,ENEE200,williams_logan,3.5,2.0
LORI KADER,UNIV100,kader,4.0,2.0
LORI PERINE,INST314,perine,1.0,5.0
LORI SEFTON,INAG110,sefton,3.6,15.0
LOUIQA RASCHID,BMGT402F,raschid,2.0,1.0
LOUIQA RASCHID,BMGT406,raschid,2.4615384615384617,13.0
LOUISA WU,HLSC322,wu_louisa,2.6666666666666665,3.0
LOUISA WU,BSCI410,wu_louisa,4.233333333333333,30.0
LOUISE MARTINEZ,ARTH200,martinez_louise,4.5,8.0
LU ZHANG,BMGT321,zhang_lu,5.0,1.0
LUCAS BUTLER,EDHD200,butler_lucas,5.0,1.0
LUIS OROZCO,PHYS272,orozco,3.0,1.0
LUIS SUAREZ,MATH246,suarez_luis,5.0,1.0
LUKA ARSENJUK,FILM302,arsenjuk,5.0,1.0
LUTIAN ZHAO,MATH135,zhao_lutian,4.5,16.0
LUTIAN ZHAO,MATH401,zhao_lutian,5.0,7.0
LUTIAN ZHAO,MATH406,zhao_lutian,5.0,5.0
LUZ MARTINEZ-MIRANDA,ENES100,martinez-miranda,1.5,2.0
LUZ MARTINEZ-MIRANDA,ENMA300,martinez-miranda,1.0,1.0
LYLE ISAACS,CHEM241,isaacs,4.416666666666667,12.0
LYLE ISAACS,CHEM242,isaacs,3.0,1.0
LYLE ISAACS,CHEM247,isaacs,4.0,1.0
LYLE ISAACS,CHEM460,isaacs,5.0,1.0
M CALDERON,PLCY100,calderon_m_aplonia,4.0,2.0
M CERVANTES,PLCY100,cervantes_calderon_apolonia_m,3.0,1.0
M SAUTER,INST441,sauter,5.0,1.0
M SAUTER,INST201,sauter,5.0,5.0
MADELEINE GOH,CLAS170,goh,4.6,5.0
MADELINE ROMM,CCJS100,romm_madeline,5.0,1.0
MADELINE ZILFI,HIST491,zilfi,4.0,2.0
MADLEN SIMON,ARCH270,simon_madlen,1.0,1.0
MAGDALENE NGEVE,BSCI160,ngeve,3.9794520547945207,146.0
MAHMOUD MASSOUD,ENME430,massoud,5.0,2.0
MAJID RAISSI-DEHKORDI,ENPM693,raissi-dehkordi,5.0,1.0
MAKIKO INOUE,JAPN101,inoue,3.5,8.0
MAKIKO INOUE,JAPN102,inoue,4.0,2.0
MAKIKO INOUE,JAPN202,inoue,5.0,1.0
MAKSYM MORAWSKI,CMSC320,morawski_maksym,2.9591836734693877,49.0
MAKSYM MORAWSKI,CMSC351,morawski_maksym,1.0,1.0
MAMADOU WADE,ENEE245,wade_mamadou,2.0,2.0
MAMADOU WADE,ENEE244,wade_mamadou,1.8,5.0
MANOJ FRANKLIN,ENEE303,franklin_manoj,4.666666666666667,12.0
MANOJ FRANKLIN,ENEE350,franklin_manoj,4.0,1.0
MANOJ FRANKLIN,ENEE244,franklin_manoj,2.6666666666666665,3.0
MANOJ FRANKLIN,ENEE245,franklin_manoj,2.875,8.0
MANOUCHEHR MOKHTARI,FMSC341,mokhtari,5.0,3.0
MANOUSSOS GRILLAKIS,MATH141,grillakis,5.0,1.0
MANOUSSOS GRILLAKIS,MATH241,grillakis,3.588235294117647,17.0
MANOUSSOS GRILLAKIS,MATH246,grillakis,1.5,12.0
MANOUSSOS GRILLAKIS,MATH340,grillakis,4.833333333333333,6.0
MANOUSSOS GRILLAKIS,MATH410,grillakis,3.3333333333333335,3.0
MANOUSSOS GRILLAKIS,MATH461,grillakis,2.111111111111111,9.0
MANOUSSOS GRILLAKIS,MATH462,grillakis,5.0,1.0
MANOUSSOS GRILLAKIS,MATH411,grillakis,4.25,4.0
MANSOOR MOADDEL,SOCY105,moaddel,5.0,1.0
MANSUR SHAKIPOV,MATH113,shakipov,4.0,2.0
MANUEL SEVILLA,PHYS371,sevilla,5.0,2.0
MARC ROGERS,KNES360,rogers_marc,1.0,1.0
MARC ROGERS,KNES466,rogers_marc,1.0,1.0
MARCCUS HENDRICKS,URSP250,hendricks_marccus,4.666666666666667,3.0
MARCELA RISSO,SPAN303,risso,5.0,1.0
MARCELA RISSO,SPAN301,risso,4.0,1.0
MARCHELLE PAYNE-GASSAWAY,UNIV100,payne-gassaway,1.0,1.0
MARCIA SHOFNER,BSCI106,shofner,4.352941176470588,17.0
MARCIA SHOFNER,BSCI106S,shofner,2.5,2.0
MARCIA SHOFNER,BSCI160,shofner,4.0,5.0
MARCIA SHOFNER,BSCI361,shofner,5.0,1.0
MARCIA SHOFNER,HONR289A,shofner,1.0,1.0
MARCUS ERVIN,RDEV350,ervin,5.0,1.0
MARCUS JOHNSON,GVPT280,johnson_marcus,3.5,2.0
MARCUS JOHNSON,GVPT459C,johnson_marcus,5.0,1.0
MARGARET ANTONISSE,LING200,antonisse,4.5,8.0
MARGARET ANTONISSE,LING240,antonisse,2.6666666666666665,6.0
MARGARET ANTONISSE,LING321,antonisse,4.0,3.0
MARGARET BRINDLE,PLCY201,brindle,3.6,10.0
MARGARET ELWELL,HNUH218X,elwell,4.5,4.0
MARGARET ELWELL,HONR218I,elwell,5.0,1.0
MARGARET PETERSON,TLPL457,peterson_margaret,5.0,1.0
MARGARET PETERSON,TLPL340,peterson_margaret,5.0,1.0
MARGARET SCULL,BSCI437,scull,5.0,1.0
MARGARET UDAHOGORA,NFSC100,udahogora,3.0,2.0
MARGARET UDAHOGORA,NFSC380,udahogora,1.0,2.0
MARGUERITE JARCHOW,MATH011,jarchow,4.0,2.0
MARGUERITE JARCHOW,MATH111,jarchow,4.875,8.0
MARIA BARDOSSY,BMGT332,bardossy,4.0,1.0
MARIA BARDOSSY,BMGT434,bardossy,2.0,3.0
MARIA BARDOSSY,BMGT485,bardossy,2.0,4.0
MARIA BUSTAMANTE,BUFN630,bustamante,5.0,1.0
MARIA CAMERON,MATH462,cameron_maria,1.0,1.0
MARIA CAMERON,MATH246,cameron_maria,1.7272727272727273,11.0
MARIA CAMERON,DATA603,cameron_maria,3.0,2.0
MARIA CAMERON,MSML603,cameron_maria,4.0,1.0
MARIA CAMERON,AMSC808N,cameron_maria,2.0,1.0
MARIA CAMERON,AMSC466,cameron_maria,4.0,1.0
MARIA CAMERON,CMSC466,cameron_maria,4.0,1.0
MARIA LEKIC,RUSS301,lekic_maria,5.0,1.0
MARIA LEKIC,RUSS302,lekic_maria,5.0,1.0
MARIA SOPPELSA,AREC250,soppelsa_maria,4.0,1.0
MARIANNE CONROY,ENGL329J,conroy_marianne,2.0,1.0
MARIANNE CONROY,ENGL329P,conroy_marianne,1.0,1.0
MARIE LAVERDIERE,FREN103,laverdiere,5.0,1.0
MARIKO CARSON,ENGL101,carson,5.0,1.0
MARILEE LINDEMANN,WMST255,lindemann,3.0,1.0
MARILYN MATAR,HHUM205,matar,5.0,1.0
MARINA SEAMANS,ENGL393,seamans,5.0,1.0
MARINE CARPUAT,CMSC421,carpuat,3.5,2.0
MARINO DIMARZO,ENME332,dimarzo,4.75,4.0
MARINO DIMARZO,HONR288P,dimarzo,1.0,1.0
MARION LINDSTROM,GERM103,lindstrom,3.5,2.0
MARISA FRANCO,HNUH248U,franco_marisa,5.0,2.0
MARISSA HARTWIG,FIRE120,hartwig_marissa,3.0,1.0
MARISSA SARIOL-CLOUGH,TLPL250,sariol-clough,1.0,1.0
MARJORIE BONAVIA,BMGT350,bonavia,3.6,5.0
MARJORIE BONAVIA,BMGT451,bonavia,4.25,4.0
MARJORIE REAKA,BSCI106,reaka,2.3636363636363638,11.0
MARJORIE REAKA,BSCI160,reaka,2.0,6.0
MARJORIE REAKA,BSCI338B,reaka,3.0,2.0
MARJORIE REAKA,BSCI361,reaka,2.0,1.0
MARK AUSTIN,ENCE200,austin,3.0,5.0
MARK AUSTIN,ENCE353,austin,3.0,1.0
MARK CARROLL,ENSP250,carroll_mark,5.0,1.0
MARK CARROLL,PLSC205,carroll_mark,3.0,1.0
MARK FELDSTEIN,HONR239J,feldstein,5.0,1.0
MARK FELDSTEIN,JOUR284,feldstein,3.4,5.0
MARK FELDSTEIN,JOUR289P,feldstein,5.0,1.0
MARK FELDSTEIN,JOUR360,feldstein,4.0,1.0
MARK FITZGERALD,ENGL398A,fitzgerald,5.0,1.0
MARK FITZGERALD,ENGL393,fitzgerald,5.0,1.0
MARK FITZGERALD,ENGL391,fitzgerald,2.0,2.0
MARK FORRESTER,ENGL391,forrester,4.6,5.0
MARK FORRESTER,ENGL391H,forrester,5.0,11.0
MARK FORRESTER,ENGL398L,forrester,5.0,3.0
MARK FRAME,INST314,frame,2.0,1.0
MARK FREIDLIN,STAT410,freidlin,1.0,2.0
MARK FUGE,ENME392,fuge,1.4444444444444444,9.0
MARK FUGE,ENME440,fuge,5.0,1.0
MARK GRABER,GVPT432,graber_mark,5.0,1.0
MARK GRAY,JOUR130,gray_mark,3.6666666666666665,3.0
MARK HANEY,HACS408L,haney_mark,5.0,1.0
MARK LEONE,ANTH240,leone_mark,3.8,5.0
MARK LOEWENSTEIN,BMGT343,loewenstein,5.0,1.0
MARK SHAYMAN,ENEE426,shayman,2.5,2.0
MARK SHAYMAN,ENEE425,shayman,2.0,1.0
MARK SHAYMAN,ENEE420,shayman,4.0,1.0
MARK SHAYMAN,ENEE322,shayman,4.0,1.0
MARK SHAYMAN,ENEE324,shayman,3.0,2.0
MARK SHAYMAN,ENEE324H,shayman,4.0,1.0
MARK TARANTO,BUFN750,taranto,1.0,1.0
MARK WELLMAN,BMGT289B,wellman_mark,2.375,8.0
MARK WELLMAN,BMGT289I,wellman_mark,4.8,5.0
MARK WELLMAN,BMGT289J,wellman_mark,1.6666666666666667,6.0
MARK WELLMAN,BMGT364,wellman_mark,4.416666666666667,24.0
MARK WELLMAN,BMGT364N,wellman_mark,5.0,2.0
MARK WELLMAN,BMGT466,wellman_mark,5.0,1.0
MARSHA ROZENBLIT,HIST307,rozenblit,1.0,1.0
MARSHA ROZENBLIT,JWST141,rozenblit,2.3333333333333335,3.0
MARSHA ROZENBLIT,JWST345,rozenblit,3.0,2.0
MARTHA GEORES,GEOG431,geores,2.0,1.0
MARTHA GEORES,GEOG330,geores,2.0,1.0
MARTHA GEORES,GEOG202,geores,2.5,2.0
MARTHA SMITH,ENGL250,nell_smith,2.75,4.0
MARTHA SMITH,ENGL439D,nell_smith,4.0,1.0
MARTHA SMITH,WMST255,nell_smith,1.0,2.0
MARTIN DRESNER,BMGT477,dresner,5.0,1.0
MARTIN FRUCTUOSO,MATH141,fructuoso,4.0,1.0
MARTIN KOBREN,MLAW304,kobren,5.0,1.0
MARTIN LOEB,BMGT321,loeb_martin,3.0,3.0
MARTIN PECKERAR,ENEE303,peckerar,1.0,2.0
MARTIN PECKERAR,ENEE303H,peckerar,5.0,1.0
MARTIN PECKERAR,ENEE307,peckerar,2.0,3.0
MARTIN PECKERAR,ENEE313,peckerar,5.0,3.0
MARTINA COPELMAN,ECON305,copelman,2.7857142857142856,14.0
MARTINA COPELMAN,ECON330,copelman,2.6,5.0
MARVIN SCOTT,KNES457,scott_marvin,1.0,1.0
MARVIN SCOTT,KNES386,scott_marvin,2.0,1.0
MARY BOWDEN,ENAE283,bowden_mary,5.0,3.0
MARY BOWDEN,ENAE324,bowden_mary,5.0,4.0
MARY BOWDEN,ENES102,bowden_mary,4.75,4.0
MARY BOWDEN,ENES102H,bowden_mary,5.0,4.0
MARY BOWDEN,ENES220,bowden_mary,5.0,3.0
MARY BYRNE,PSYC436,byrne,4.5,2.0
MARY FURST,BMGT350,furst,4.5,2.0
MARY FURST,BMGT382,furst,5.0,1.0
MARY HARMS,BMGT484,harms,4.0,4.0
MARY HARMS,BMGT457,harms,2.0,1.0
MARY HARMS,BMGT451,harms,5.0,1.0
MARY KEIM,BMGT422,keim,2.0,1.0
MARY PITTAS-HERSCHBACH,GREK111,pittas-herschbach,4.5,2.0
MARY PITTAS-HERSCHBACH,GREK211,pittas-herschbach,5.0,1.0
MARY RANKIN,BSCI338N,rankin_mary_ann,1.0,1.0
